question,targets,base_model
"On what date did a Canadian politician born January 2, 1979, succeed as leader of the New Democratic Party in Canada? ",1,1
Which was available first the No Card or the Octopus card?,1,1
What is the phrase that is commonly used on the day which is observed on 25 April each year?,1,1
"Which band's song was used as the theme at the Pepsi Arena on January 8, 2006?",1,1
The Colts' first ever draft pick was a halfback who won the Heisman Trophy in what year?,0,1
The Grand Lodge of the Republic of Liberia is based on a branch of North American Freemasonry founded on what date?,1,1
"The first female board member for the Liberal Party, she was born in which county in Norway?",0,1
Mary Small served the county whose seat is what town?,1,1
What 1998 film with Arthur Nascarella was directed by Tony Scott?,1,1
"In the draft of the 2017–18 Phoenix Suns season, The Phoneix Suns picked which player that played one season for the Kansas Jayhawks?",0,1
Which Byron Edmund Walker founded institution was originally controlled by the Church of England?,1,1
The weapon BFG is found in which game developed by id Software ?,0,1
Which court case concerned the president of the Foundation of Moral Law and a stone monument of the Ten Commandments?,0,1
The 2016 Liberty Bowl was sponsored by a company based in what city?,1,1
in the 2003-04 Wolfsburg signed a starlet from River Plate who plays in what position ?,0,1
"American actor, Peter Hansen, best known for his role on General Hospital, also starred in The War of the Roses with American film and stage actress and director who has won how many Golden Globe Awards?",0,1
Arthur Noss won a Military Cross as the gunner of a soldier born in which year ?,0,1
"Who produced the movie that ""Puss in Boots: The Three Diablos"" is the sequel of?",0,1
On which former estate was the venue of Aloha from Hawaii Via Satellite located?,1,1
Where is the record company based that was co founded by the frontman of Minor Threat and Fugazi?,1,1
"Kiawah Island, South Carolina was mentioned in ""Porgy and Bess,"" composed by the man best known for which other 1924 orchestral composition?",0,1
"Richard Yates published a work by the name of ""Eleven Kinds of Loneliness"", one of Italo Calvino's best known works was of the same genre and named what?",1,1
"Extras, is a British sitcom about extras working in television, film, and theatre, the series was co-produced by the BBC and HBO and was created, written, and directed by Ricky Dene Gervais, an English comedian, actor, writer, producer, director, singer, and musician, born on which date?",0,1
Are Patrick White and Katherine Anne Porter both writers?,1,1
Who directed a 2016 musical filmed in Howth?,1,1
Son of Paleface starred the comedian and vaudevilian of what nationality?,1,1
What television series did the actor that Penny Layden performed with in The Libertine star in and subsequently became a teen idol?,0,1
What network did the show on which Kim Roberts played Neeva air on?,1,1
Which rivalry were involved in the chant referring to the United Kingdom's Victories of the First and Second World War?,0,1
Marpessa Hennink modeled fashions created by which two Dolce & Gabbana founders and designers?,1,1
Formally the Games of the XXX Olympiad what sports event did Dirkie Chamberlain represent her country?,0,1
"""Touch"" is a song from an album released under which labels ?",0,1
When was the stadium Wollongong Wolves Football Club plays at opened?,0,1
"Irma Pamela Hall, an American actress who has appeared in numerous films and television shows since the 1970s, and is best known for playing matriarchal figures including in which 2004 American black comedy thriller film directed by Joel and Ethan Coen?",1,1
"From an Andrey Zvyagintsev drama, which American city did the actual events upon which the drama is based take place?",0,1
Alan Furst and Lee Child are what?,1,1
"Tenth Avenue Freeze-Out  is the second song on which of Bruce Springsteen's breakthrough album, that is the third studio album by American singer-songwriter Bruce Springstee?",1,1
What New York county is Hartland Swamp Wildlife Management Area located in?,0,1
In what city did Duane Swank get his PhD?,1,1
Which publication is published more often: Modern Drummer or Bookmarks?,0,1
"Which actress plays both Iris Carr in The Lady Vanishes, and Riley Blue in Sense8?",1,1
Mindless Self Indulgence and Tappi Tíkarrass are both what?,0,1
"Tothill Fields was an 18th-century area of Westminster in the county of Middlesex, a historic county in south-east region of which country?",1,1
What quarterback for the Atlanta Falcons did Baker Mayfield win the starting job at Oklahoma over?,1,1
"Terenzo is a city in the Province of Parma, which region of Italy is Terenzo located in?",1,1
When was the  Prime Minister of India after which V. K. Krishna Menon was regarded as the second most powerful man in India born?  ,1,1
The Colombian airline that has been the national airline and flag carrier of Colombia since 1919 is wholly owned by a company headquartered in what country?,1,1
What is the approximate population of the country that Koularo lies in?,0,1
"What actor in Holding the Fort is also known for being a television presenter for shows ""Game for a Laugh"", ""You Bet!"" and ""Stars in Their Eyes""?",0,1
"What other band was featured on the cover page of the Alternative Press magazine for the ""100 Bands You Need to Know in 2010"" alongside The Cab discography and Never Shout Never? ",1,1
In what year did the English actor from the film The System die?,0,1
One of the football forwards who plays for SC Pinkafeld is from which European country that borders Austria?,0,1
"What is the birthdate of this Count of Luxembourg and King of Bohemia, who was father of Psalter of Bonne de Luxembourg?",1,1
Are both Simon Wincer and Patrice Leconte film directors?,1,1
Who wrote the song that was sung to the famous tune of the composer known as the Father of the Symphony?,0,1
what the real name of the welsh electronic music producer DJ who have been visited the night club called Flex in vienna hundreds of times?,0,1
Nakayama Miho no Tokimeki High School included music by the composer best known for the games by what company?,0,1
What was the 2011 population of the unitary authority area that includes the village Eastoft?,0,1
Robinsons and Pocari Sweat are both what kind of product?,0,1
 Rani Silautia is an Indian politician from a party having links with which Hindu nationalist organization ?,0,1
"What is a resort and National Historic Landmark in Palm Beach, Florida, built from 1924 to 1927 by cereal-company heiress and socialite Marjorie Merriweather Post, that has Magazines available for free to members of the resort?",0,1
Did both Carl Boese and Franco Zeffirelli direct and produce film?,1,1
"Route 146, Interstate 890, and what other highway all run through Schenectady, New York?",1,1
"Who won the election that ran concurrently with the North Dakota gubernatorial election, 2016?",1,1
Who released the album with a single which originally reached number 60 on the UK Singles Chart in 1997?,1,1
What was the official name for the draft that Thomas E. O'Donnell was a public opponent of?,0,1
"The creation of Fontana Lake submerged Proctor, North Carolina and what other town?",1,1
"Which air force base is the headquarters for the Eastern Air Defense Sector and located 12 mi east of Panama City, Florida?",0,1
"What vehicle, introduced for model year 2006, does Patrick Carpentier currently drive in the NASCAR Sprint Cup Series?",0,1
When was the company that publishes the journal Magnetic Resonance Imaging established ?,0,1
"Ian Hunter and Stuart Murdoch, have which musical occupation in common?",1,1
"Signet Jewelers owns what Delaware based retailer, along with Kay and Jared?",1,1
Since when has the automobile driven by Garrett Smithley for MBM Motorsports been sold?,0,1
