question,context,answer,prediction,meteor_score,bleu_score,rouge_1,rouge_l,Accuracy_pred,Accuracy_ref
 Tales for the Midnight Hour served as the precursor to other similar works including a series of three children's books written by Alvin Schwartz and illustrated by who?,"Tales for the Midnight Hour is a series of scary children's books written by Judith Bauer Stamper. This anthology horror series served as the precursor to various other similar works, including ""Scary Stories to Tell in the Dark"" and ""Scary Stories for Sleep-overs"".Scary Stories to Tell in the Dark is a series of three children's books written by Alvin Schwartz and illustrated by Stephen Gammell.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
"The Murder at Cherry Hill occurred in 1827 near Albany, New York, when John Whipple was shot and killed at Cherry Hill, a historic house located on South Pearl Street (New York State Route 32) in Albany, New York, in which country?","The Murder at Cherry Hill occurred in 1827 near Albany, New York, when John Whipple was shot and killed at the Cherry Hill farm, home of a prominent Albany family, the Van Rensselaers.Cherry Hill is a historic house located on South Pearl Street (New York State Route 32) in Albany, New York, United States.",FAIL,PASS,0,0,0,0,0,0
Where is the broadcast studio of the channel that along with CNN and BBC disputes the murderer of Neda?," The murderer of Neda is disputed; according to CNN, BBC, and Fox News, she was shot by Basij, a paramilitary organization.Fox News (officially known as the Fox News Channel, commonly abbreviated to FNC) is an American basic cable and satellite television news channel owned by the Fox Entertainment Group, a subsidiary of 21st Century Fox. The channel broadcasts primarily from studios at 1211 Avenue of the Americas, New York City, New York.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Mmm Papi has a Latin pop influence, similar to what song by Madonna that was co-written and co-produced by her and Patrick Leonard?"," ""Mmm Papi"" is noted for having a Latin pop influence, similar to Madonna's ""La Isla Bonita"" (1987).""La Isla Bonita"" (English: The Beautiful Island ) is a song by American singer Madonna from her third studio album ""True Blue"" (1986). She and Patrick Leonard co-wrote and co-produced the song, and Bruce Gaitsch provided additional songwriting.",PASS,FAIL,0,0,0,0,0,0
what team does the former 2012-13 FC Sion player now manage?,"In the 2012–13 season, Sion competes in the Swiss Super League and the Swiss Cup. In the summer transfer window, they brought in Italian World Cup winner Gennaro Gattuso, as well as Kyle Lafferty (former of Rangers).Gennaro Ivan ""Rino"" Gattuso, (] ; born 9 January 1978) is an Italian football manager in charge of A.C. Milan Primavera and a former footballer.",FAIL,PASS,0,0,0,0,0,0
"Who was the DJ of the compilation album partially produced by an English cricketer born in Christchurch, New Zealand?"," (subtitled ""Jack Dangers plays with the records of Tino Corp."") is a compilation album DJ'ed by Jack Dangers including music produced by himself and Ben Stokes.Benjamin Andrew ""Ben"" Stokes (born 4 June 1991) is an English international cricketer who is the current vice captain of the English Test team.",PASS,FAIL,0,0,0,0,0,0
"Who wrote ""Old Grey Whistle Theft""?","""Old Grey Whistle Theft"" is the fourth episode of the second series of the Channel 4 sitcom ""Father Ted"". Written jointly by Irish writers Arthur Mathews and Graham Linehan and starring a predominantly Irish cast, it originally aired over three series from 21 April 1995 until 1 May 1998, including a Christmas special, for a total of 25 episodes.",FAIL,PASS,0,0,0,0,0,0
Subbalakshmi's daughter won what award at Asianet Television Awards 2016?," Her daughter Thara Kalyan is also an actress in Malayalam movies.Currently she is playing lead role in Malayalam Soap opera Karuthamuthu and she won ""Best Character Actress"" at Asianet Television Awards 2016",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Of the film directors Kenji Mizoguchi and Andrzej Żuławski, which one often went against mainstream commercialism in his films?","Kenji Mizoguchi (溝口 健二 , Mizoguchi Kenji , May 16, 1898 – August 24, 1956) was a Japanese film director and screenwriter.Andrzej Żuławski (] ; 22 November 1940 – 17 February 2016) was a Polish film director and writer. Żuławski often went against mainstream commercialism in his films, and enjoyed success mostly with European art-house audiences.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
When was the head coach of the 2009-2010 Texas Longhorn's men basketball team born?," Their head coach was Rick Barnes, who was in his 12th year.Richard Dale Barnes (born July 17, 1954) is the current head coach of the Tennessee Volunteers men's basketball team, a post he has held since 2015.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Which member of Trumps 2017 administration defeated Rodney Stooksberry in the 2016 general election?," He lost the general election that year to Republican incumbent Tom Price.Thomas Edmunds Price (born October 8, 1954) is an American physician and politician, who served as the United States Secretary of Health and Human Services in the administration of Donald Trump in 2017, and who was the U.S. Representative for Georgia 's 6 congressional district , encompassing the northern suburbs of Atlanta, from 2005 to 2017.",PASS,FAIL,0,0,0,0,0,0
"Know for having the first Harvard course available online, what book about political philosophy did this professor write?  ",Liberalism and the Limits of Justice (1982; second edition 1998) is a book about political philosophy by Michael Sandel. His course “Justice” is the first Harvard course to be made freely available online and on television.,PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Battlestar Galactica starred which actor and director?,"Battlestar Galactica is a three-hour miniseries (comprising four broadcast hours) starring Edward James Olmos and Mary McDonnell, written and produced by Ronald D. Moore and directed by Michael Rymer.Edward James Olmos (born February 24, 1947) is an American actor and director.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
What co-educational college-preparatory school is located in the same state that Mary Richardson Walker's parents were from?,"Mary Richardson Walker (April 1, 1811 – December 5, 1897) was an American missionary. She was the daughter of Joseph and Charlotte Richardson of West Baldwin, Maine.Kents Hill School (also known as Kents Hill or KHS) is a co-educational independent college-preparatory school for boarding and day students. Kents Hill is located in Kents Hill, Maine, 12 miles west of the state capital of Augusta.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"What Teaneck, NJ headquartered the multinational corporation featuring Betsy Atkins on the Board of Directors?"," Atkins is on the Board of Directors of Cognizant, HD Supply, SL Green Realty Corp, Schneider Electric and Volvo Car Corporation. It is headquartered in Teaneck, New Jersey, United States.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Are Mark Wystrach and Doc Neeson of the same nationality?,"Mark Wystrach (born December 17, 1979) is an American actor and country music singer.Bernard Patrick ""Doc"" Neeson OAM (4 January 1947 – 4 June 2014) was an Australian singer-songwriter and musician.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
In what party is the president whose cabinet Francisco Javier Mayorga Castañeda serves in?,"Francisco Javier Mayorga Castañeda (born on 17 April 1951) is a Mexican businessman and politician who serves as Secretary of Agriculture in the cabinet of President Felipe Calderón since 7 September 2009. He has previously served in the same post from 28 September 2005 to 30 November 2006 in the administration of President Vicente Fox. He is a member of the National Action Party (""Partido Acción Nacional"", PAN), one of the three major Mexican political parties.",FAIL,PASS,0,0,0,0,0,0
The gubernatorial candidate who defeated W. J. Bryan Dorn was the first candidate from what party to be elected since the 1800s?, James B. Edwards defeated W. J. Bryan Dorn and became the first Republican since Daniel Henry Chamberlain in 1874 to win a gubernatorial election in South Carolina. He was the first Republican to be elected the Governor of South Carolina since the post-Civil War Reconstruction Era in the 1800s.,FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
Rhodochiton and Platystemon are both genuses of what kind of life form?,"Rhodochiton is a genus of flowering plants within the family Plantaginaceae, native to southern Mexico and neighbouring Guatemala.Platystemon is a monotypic genus of flowering plants in the poppy family containing the single species Platystemon californicus, which is known by the common name creamcups.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Are novelists Walter Van Tilburg Clark and Billie Letts both American? ,"Walter Van Tilburg Clark (August 3, 1909 – November 10, 1971) was an American novelist, short story writer, and educator.Billie Dean Letts (née Gipson; May 30, 1938 – August 2, 2014) was an American novelist and educator.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
How many spectators does the stadium that hosts a football team founded in 1927 hold?," It has a capacity of 6,900 spectators and opened in 1950. Founded on 3 May 1927 it plays in Segunda División B – Group 2, holding home matches at ""Estadio Municipal de Anduva"".",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Masakatsu Ueda is a MMA fighter who is a blue belt under the martial artist who teaches which two disciplines?," He is a blue belt in Brazilian Jiu-Jitsu under Yuki Nakai.Yuki Nakai (中井祐樹 , Nakai Yūki ) is a retired Japanese mixed martial artist and Shooter. He currently teaches shoot wrestling and jiu-jitsu, and is the president of the Japanese Confederation of Jiu-Jitsu.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"What cartel did Barry Seal work for in the movie ""American Made?"""," The plot focuses on Barry Seal, a former TWA pilot who became a drug smuggler for the Medellín Cartel in the 1980s.Adler Berriman ""Barry"" Seal (July 16, 1939 – February 19, 1986) was an American airline pilot who became a major drug smuggler for the Medellín Cartel.",FAIL,PASS,0,0,0,0,0,0
What type of vegetation does Stenomesson and Homalocladium have in common?,"Stenomesson is a genus of bulbous plants in the family Amaryllidaceae.Homalocladium platycladum (centipede plant, tapeworm plant or ribbonbush) is a plant in the knotweed family from New Guinea and the Solomon Islands.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Strandloper was based on the story about an English convict who was transported to what country?," It is loosely based on the story of a Cheshire labourer, William Buckley.William Buckley (178030 January 1856) was an English convict who was transported to Australia, escaped, was given up for dead, and lived in an Aboriginal community for many years.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Abraham Roqueñi Iglesias (born April 16, 1978) is a Spanish welterweight kickboxer, he holds notable wins over Andy Souwer, a Dutch welterweight shoot boxer, a two time K-1 World MAX champion, in which years?"," He holds notable wins over Gago Drago, Luis Reis, Andy Souwer and Artur Kyshenko. He is two time K-1 World MAX champion (2005, 2007) as well as a four time Shootboxing World tournament champion, fighting out of Mejiro Gym, Amsterdam, Netherlands.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
